Leyla (I) Yilmaz,Bir Avuç Deniz (2011)
Ben Reding,Für den unbekannten Hund (2007)
Alastair (I) Siddons,In the Dark Half (2012)
Takeshi Kitano,Akiresu to kame (2008),Autoreiji (2010),Autoreiji: Biyondo (2012),Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence (2007),Dolls (2002),Kantoku · Banzai! (2007),Ryûzô to 7 nin no kobun tachi (2015),Takeshis' (2005),Zatôichi (2003)
Jake (I) Kennedy,Days of Darkness (2007),Penance (2009/I)
Erick Boychuk,Vagina Vacation (2009)
Jared (I) Hess,Gentlemen Broncos (2009),Nacho Libre (2006),Napoleon Dynamite (2004),Peluca (2003)
Justin (I) Schneider,Commando (2013)
Ryan (II) Nicholson,Famine (2011),Gutterballs (2008),Live Feed (2006),Star Vehicle (2010),The Profane Exhibit (2013)
Lior Shamriz,Japan Japan (2007)
Austin (I) Chick,August (2008),Girls Against Boys (2012),XX/XY (2002)
Malcolm Needs,Charlie (2004),Shoreditch (2003)
Si-Heup Seong,Peulraenmaen (2014)
Tony (II) Stone,Severed Ways: The Norse Discovery of America (2007)
Dalibor Backovic,Entombed (2003),The Ancient Rite of Corey McGillis (2006)
Thanadol Nualsuth,Khew ar-khard (2010)
Brandon Trost,The FP (2011)
Benjamin (IV) Stewart,Kymatica (2009)
Mark Blutman,Spy School (2008)
Eirik Svensson,En som deg (2012),Natt til 17. (2014)
Bruce Beresford,Bride of the Wind (2001),Evelyn (2002),Mao's Last Dancer (2009),The Contract (2006)
Martin Lagestee,Bobby en de Geestenjagers (2013),Claim (2002),Pipo en de p-p-Parelridder (2003)
Katherine Torpey,Truth About Kerry (2010)
Salomé Breziner,Fast Sofa (2001),Helicopter Mom (2014),The Secret Lives of Dorks (2013)
Cagri Bayrak,Içimdeki Ses (2015)
Johnny (II) Kelly,Procrastination (2007)
Nick Quested,Seven Mummies (2006)
Vittorio Taviani,Cesare deve morire (2012),La masseria delle allodole (2007),Maraviglioso Boccaccio (2015)
Yasuo (I) Baba,Baburu e go!! Taimu mashin wa doramu-shiki (2007)
Umut Dag,Kuma (2012),Risse im Beton (2014)
Pere Joan Ventura,¡Hay motivo! (2004)
Assaf Bernstein,The Debt (2007),Fauda (2015)
Hafsteinn Gunnar Sigurðsson,París Norðursins (2014),Á annan veg (2011)
Norbert Heitker,Wacken 3D (2014)
Vadim Glowna,Das Haus der schlafenden Schönen (2006)
Christopher MacBride,The Conspiracy (2012)
Phil Haine,Zombieworld (2015)
Othmar Schmiderer,Im toten Winkel - Hitlers Sekretärin (2002)
James (I) Kerwin,Yesterday Was a Lie (2008)
Nitin Kakkar,Filmistaan (2012)
Will Pascoe,Noam Chomsky: Rebel Without a Pause (2003)
David Galán Galindo,Al final todos mueren (2013)
Bernardo Nascimento,North Atlantic (2010)
Renée Chabria,Sueño (2005)
Philipp Stölzl,Baby (2002/I),Erased (2012),Goethe! (2010),Nordwand (2008),The Physician (2013)
Nasri Cheppy,Eiffel I'm in Love (2003)
Haresh Narayan,Ambuli (2012)
Daniel (II) Ribeiro,Boys Briefs 5 (2008),Café com Leite (2007),Eu Não Quero Voltar Sozinho (2010),Hoje Eu Quero Voltar Sozinho (2014)
Sandra Werneck,Amores Possíveis (2001),Cazuza: O Tempo Não Pára (2004),Sonhos Roubados (2009)
Paul (I) Bolger,Happily N'Ever After (2006)
Komgrit Triwimol,Fan chan (2003),Pheuan sanit (2005),Sailap jap baan lek (2007)
Jean-Marie Straub,Une visite au Louvre (2004),Venice 70: Future Reloaded (2013)
Richard (I) Roy,Frisson des collines (2011),Le dernier chapitre: La Suite (2002)
Joseph (I) Zito,Power Play (2003)
Anne Renton,The Perfect Family (2011)
Stephen (II) Fell,Unborn in the USA: Inside the War on Abortion (2007)
Paul (I) Lynch,Frozen with Fear (2001),The Keeper (2004)
Yasin Hillborg,Så jävla metal (2011)
Bala (I) ,Avan Ivan (2011),Naan Kadavul (2009),Nandha (2001),Paradesi (2013),Pithamagan (2003)
Aleksey (I) Sidorov,Boy s tenyu (2005)
Amir Bar-Lev,12-12-12 (2013),My Kid Could Paint That (2007),Re:Generation (2011),The Tillman Story (2010)
Matilda Aslizadeh,Office (2005)
Hakan Haksun,Kolay para (2002)
Mark L. Smith,Séance (2006)
Serban Marinescu,Ticalosii (2007)
Rodolphe Lauga,Situation amoureuse: C'est compliqué (2014)
Jim Monaco,Celluloid Bloodbath: More Prevues from Hell (2012)
Ciro Altabás,DVD (2006)
Marçal Forés,Animals (2012/I)
Orson Cummings,If I Didn't Care (2007)
Travis Zariwny,Scavengers (2013)
Martine Dugowson,Les fantômes de Louba (2001)
Alexandre Stockler,Cama de Gato (2002)
Gillies MacKinnon,Castles in the Sky (2014),Pure (2002/I),Tara Road (2005),The Escapist (2002)
Tessa Louise-Salomé,Mr. X (2014)
Drew (I) Rosas,Billy Club (2013),Rocky Trails (2010)
Vincent Kok,Ga goh yau chin yan (2002),Ga yau hei si 2009 (2009),Hello Babies (2014),Hung wun chiu yun (2003),Lung gam wai 2003 (2003),San kei hap lui (2011),Wo yao zuo model (2004)
David (II) Kendall,Dirty Deeds (2005)
Sam (I) de Jong,Prins (2015)
Harold Trompetero,El paseo (2010),El paseo 2 (2012)
Nicolas (II) Provost,L'envahisseur (2011)
Gandulf Hennig,Fallen Angel: Gram Parsons (2004)
Santosh Sivan,Anandabhadram (2005),Asoka (2001),Before the Rains (2007),Tahaan (2008),Urumi (2011)
George Dorobantu,Elevator (2008)
Tôya Satô,Gacchaman (2013),Gokusen: The Movie (2009),Kaiji 2: Jinsei dakkai gêmu (2011),Kaiji: Jinsei gyakuten gêmu (2009)
Richard (I) Martini,Cannes Man (2011)
Zak Penn,Atari: Game Over (2014),Incident at Loch Ness (2004),The Grand (2007)
Shawn Hoffman,Samson: A Savior Will Rise (2013)
Pierre Laffargue,Black (2009)
Yi Yong,Bomnalui gomeul johahaseyo (2003)
Michael Rossato-Bennett,Alive Inside (2014)
Mark (III) Ford,Uprising: Hip Hop and the LA Riots (2012)
Santosh (II) Manjrekhar,Mee Shivajiraje Bhosale Boltoy (2009)
Joe (IV) Wright,Anna Karenina (2012/I),Atonement (2007),Hanna (2011),Pride & Prejudice (2005),The Soloist (2009)
Chaitanya Tamhane,Court (2014)
David (II) Sandberg,Kung Fury (2015)
Anders Rønnow Klarlund,Hvordan vi slipper af med de andre (2007),Strings (2004)
Ranko Tutulugdzija,Rise & Shine: The Jay DeMerit Story (2011)
David Riva,Marlene Dietrich: Her Own Song (2001)
Mia Wasikowska,The Turning (2013/I)
Christian (II) Laurence,Le journal d'Aurélie Laflamme (2010)
Ricky Gervais,Cemetery Junction (2010),The Invention of Lying (2009)
Demian Fuica,La Run (2011)
John (I) Stockwell,Blue Crush (2002),Cat Run (2011),Cat Run 2 (2014),Crazy/Beautiful (2001),Dark Tide (2012),In the Blood (2014/I),Into the Blue (2005),Kid Cannabis (2014),Middle of Nowhere (2008),Turistas (2006)
Allan (I) Palmer,Trading Spouses: Meet Your New Mommy (2004)
Rob Gordon Bralver,Cure for Pain: The Mark Sandman Story (2011)
David Koepp,Ghost Town (2008/I),Mortdecai (2015),Premium Rush (2012),Secret Window (2004)
Damir Lukacevic,Transfer (2010/I)
Lâm Lê,20 nuits et un jour de pluie (2006)
Beqa Jguburia,247°F (2011)
Bille Eltringham,Mrs. Ratcliffe's Revolution (2007),This Is Not a Love Song (2002),The Long Firm (2004)
Srijit Mukherji,Autograph (2010),Baishe Srabon (2011),Chotushkone (2014),Hemlock Society (2012),Jaatishwar (2014),Mishawr Rawhoshyo (2013),Nirbaak (2014)
Steve Ravic,Metal Warrior (2011),Mystery: Born to Rock (2014)
John Gulager,Feast (2005),Piranha 3DD (2012)
Shari Springer Berman,American Splendor (2003),Girl Most Likely (2012),Ten Thousand Saints (2015),The Extra Man (2010),The Nanny Diaries (2007)
Tomek Baginski,Ambition (2014/III),Sztuka spadania (2004),The Kinematograph (2009)
Gregory Hatanaka,Mad Cowgirl (2006),Until the Night (2004),Violent Blue (2011)
Kostas (I) Kostopoulos,Vera sto dexi (2004)
Auli Mantila,Ystäväni Henry (2004)
Stefan Miljevic,Amsterdam (2013)
Todd Wilderman,Almost Home (2014),Open Season 2 (2008)
John (IX) Fox,Shark Bait (2006)
Patrick (I) Steele,True Nature (2010)
Demian Fenton,Last Days Here (2011)
Srdjan Vuletic,Ljeto u zlatnoj dolini (2003),Tesko je biti fin (2007)
Branko Ivanda,Konjanik (2003),Lea i Darija (2011)
Neeraj Vora,Phir Hera Pheri (2006),Shortkut - The Con Is On (2009)
Mariano Mucci,Motivos para no enamorarse (2008)
Evan Clarry,Blurred (2002),Under the Radar (2004)
Kou Matsuo,Ekkusu (2001),Kakumeiki Valvrave (2013),Kurenai (2008)
Massimo Ceccherini,La mia vita a stelle e strisce (2003)
Siddique (I) ,Bhaskar the Rascal (2015),Bodyguard (2010),Bodyguard (2011),Chronic Bachelor (2003),Friends (2001),Kaavalan (2011),Ladies and Gentleman (2013)
Andrew (I) Wagner,Starting Out in the Evening (2007),The Talent Given Us (2004)
Fuminori (I) Kizaki,Bayonetta: Bloody Fate (2013)
Virginie Despentes,Bye Bye Blondie (2012)
Alexandra Shiva,Stagedoor (2006)
Isaac Julien,Derek (2008)
Jason (VIII) Steele,Spatula Madness (2005)
Deborah Kampmeier,Hounddog (2007),Virgin (2003)
Frederik Steiner,Und morgen mittag bin ich tot (2013)
John Fiorella,Grayson (2004)
Mani Ratnam,Ayitha Ezhuthu (2004),Guru (2007),Kadal (2013),Kannathil Muthamittal (2002),OK Kanmani (2015),Raavan (2010),Raavanan (2010),Yuva (2004)
Jack (I) Moik,Nydenion (2010)
Paul Haggis,Crash (2004/I),In the Valley of Elah (2007),The Next Three Days (2010),Third Person (2013)
Francis (I) Xavier,Poe (2012)
Fernando Lebrija,Amar a morir (2009)
Jonny (I) Campbell,Alien Autopsy (2006)
Alessandro Baricco,Lezione 21 (2008)
Andrew Edison,Bindlestiffs (2012)
Sarah-Judith Mettke,Transpapa (2012)
Ali Mosaffa,Pele akher (2012),Sima-ye zani dar doordast (2005)
Paul Johansson,Atlas Shrugged: Part I (2011)
Peeter Simm,Georg (2007),Head käed (2001)
Fatmir Doga,A Matter of Justice (2011)
Andrew Haigh,45 Years (2015),Weekend (2011/II)
Julien Fonfrede,La dernière voix (2002)
Wyatt Weed,Shadowland (2008)
Dez Vylenz,The Mindscape of Alan Moore (2005)
Zézé (I) Gamboa,O Herói (2004)
Joshua Flanagan,Ten Little Roosters (2014)
Jacques Dorfmann,Vercingétorix (2001)
Rick (I) Lancaster,The Abduction of Zack Butterfield (2011)
Adrian Lyne,Unfaithful (2002)
Riri Riza,3 hari untuk selamanya (2007),Gie (2005),Laskar pelangi (2008),Sang pemimpi (2009),Takut: Faces of Fear (2008)
Shimmy Marcus,Headrush (2003),SoulBoy (2010)
Elodie Keene,Mister Sterling (2003)
Gabrielle Savage Dockterman,Missing in America (2005)
Scott Hatley,True Vinyl (2004)
Mikkel Nørgaard,Fasandræberne (2014),Klovn: The Movie (2010),Kvinden i buret (2013)
Jeffrey W. Byrd,Final Breakdown (2002),King's Ransom (2005)
Buket Alakus,Eine andere Liga (2005),Einmal Hans mit scharfer Soße (2013)
Surya S.J.,Ah Aah: Anbe Aaruyire (2005),Isai (2015),Khushi (2001),Khushi (2003/I),Komaram Puli (2010),Naani (2004),New (2004)
Frédéric Tellier,L'affaire SK1 (2014)
Alexander (I) Payne,About Schmidt (2002),Nebraska (2013),Sideways (2004),The Descendants (2011)
Fabián Bielinsky,El aura (2005)
Benoît Cohen,Nos enfants chéris (2003),Qui m'aime me suive (2006)
Stephen (II) Deutsch,Conversations with God (2006),Indigo (2003)
Ha Yoo,Biyeolhan geori (2006),Gangnam 1970 (2015),Gyeolhoneun michinjishida (2002),Ha-wool-ling (2012),Maljukgeori janhoksa (2004),Ssang-hwa-jeom (2008)
Mo Asumang,Die Arier (2014)
Mia Hansen-Løve,Eden (2014/II),Le père de mes enfants (2009),Tout est pardonné (2007),Un amour de jeunesse (2011)
Jim Weedon,Sword of Vengeance (2015)
Gregory Lemkin,Shapeshifter (2005)
Scott Sager,Seto no hanayome (2007)
Simon-Olivier Fecteau,Bluff (2007/II)
Katherine Brooks,Dear Emily (2001),Face 2 Face (2013),Finding Kate (2004),Loving Annabelle (2006),Surrender (2003/I),Waking Madison (2010)
Vicky Jewson,Born of War (2013),Lady Godiva (2008)
Árpád Schilling,Jött egy busz... (2003),Nexxt (2001)
Lisa Immordino Vreeland,Diana Vreeland: The Eye Has to Travel (2011)
Manuel Boursinhac,La mentale (2002)
Judith Kaufmann,Zwei Leben (2012)
Corbin Billings,Bite Size (2014)
P. (I) Vasu,Aapthamitra (2004),Aaptharakshaka (2010),Chandramukhi (2005),Drishya (2014),Krishnarjuna (2008),Kuselan (2008),Maharadhi (2007),Nagavalli (2010),Paramasivan (2006)
Phil Peel,50 Kisses (2014)
Johnny Araújo,O Magnata (2007)
Kerem Deren,Bi Küçük Eylül Meselesi (2014)
Hollywill ,Teenage Kung Fu Cottontails (2014)
Stephen Biro,American Guinea Pig: Bouquet of Guts and Gore (2014)
Wayne Thallon,A Spanking in Paradise (2010)
Chris Moukarbel,Me at the Zoo (2012)
Hiroaki Nakajima,Tokyo Mew Mew (2002)
José Iván Santiago,Talento de barrio (2008)
Torun Lian,Ikke naken (2004),Victoria (2013/I)
Ryôsuke (II) Nakamura,Nerawareta gakuen (2012),Piano no mori (2007),Aoi Bungaku Series (2009)
Jane (I) Lanier,Touch (2011/III)
Michel Houellebecq,La possibilité d'une île (2008)
Jamin Winans,11:59 (2005),Ink (2009/I),Spin (2005),The Frame (2014/I),Uncle Jack (2010)
Michel Leclerc,J'invente rien (2006),Le nom des gens (2010),Télé gaucho (2012)
Jay Duplass,Baghead (2008),Cyrus (2010/I),Kevin (2011),The Do-Deca-Pentathlon (2012),The Intervention (2005),The Puffy Chair (2005),This Is John (2003)
Alix Delaporte,Angèle et Tony (2010),Le dernier coup de marteau (2014)
Joseph (I) Kosinski,Oblivion (2013/I),TRON: Legacy (2010)
Panagiotis Fafoutis,I klironomos (2009)
Magdy El Hawary,55 esaaf (2001),Hamada yelab (2005)
Terry Jastrow,The Squeeze (2015)
Sanjay Rawal,Food Chains (2014)
Eric (I) Bricker,Visual Acoustics (2008)
Jesús Garay,Eloïse (2009)
Chris Perkel,The Town That Was (2007)
Bent Hamer,1001 Gram (2014),Factotum (2005),Hjem til jul (2010),O' Horten (2007),Salmer fra kjøkkenet (2003),Alt for Norge (2005)
Thomas Gilou,La vérité si je mens! 2 (2001),La vérité si je mens! 3 (2012),Michou d'Auber (2007),Victor (2009/I)
Namrata Singh Gujral,1 a Minute (2010)
Saikrishna M.,Daddy (2001/I)
Ayako (I) Yoshida,The Girl from Nagasaki (2013)
Carlos Atanes,FAQ: Frequently Asked Questions (2004),Maximum Shame (2010),Próxima (2007)
Garrett (I) Bennett,Crimes of the Past (2009),Farewell to Harry (2002)
Michal Rosa,Rysa (2008)
Preston A. Whitmore II,Crossover (2006),This Christmas (2007)
Patrik Forsberg,Movie 43 (2013)
Sachin Kundalkar,Aiyyaa (2012)
Bobby (I) Roth,Berkeley (2005),Jack the Dog (2001),Manhood (2003)
Michael Matteo Rossi,Misogynist (2013)
Marc Fratto,Last Rites of the Dead (2006)
Zoe R. Cassavetes,Broken English (2007)
Jesse Vaughan,Juwanna Mann (2002)
Christopher Xiao,Gastown (2015)
Douglas Buck,Sisters (2006/I),The Theatre Bizarre (2011)
Yasuo Furuhata,Anata e (2012),Shônen H (2013),Tsukigami (2007)
Christoph Gampl,The Antman (2002)
Sandra Fierlinger,My Dog Tulip (2009)
Ryan Phillippe,Catch Hell (2014)
Julio Medem,7 días en La Habana (2012),Caótica Ana (2007),Habitación en Roma (2010),La pelota vasca. La piel contra la piedra (2003),Lucía y el sexo (2001),¡Hay motivo! (2004)
Joseph Ciminera,Purification (2012),The Library (2013/II)
Alberto Sciamma,Jericho Mansions (2003)
Attila Szász,A berni követ (2014)
Richard (I) Berry,L'immortel (2010),La boîte noire (2005)
Ben Timlett,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman (2012)
Daniel (I) Petersen,99euro-films (2001)
Hitoshi Yazaki,Strawberry Shortcakes (2006),Suîto ritoru raizu (2010)
Jorge (I) Durán,Proibido Proibir (2006)
Aleksandr Mindadze,V subbotu (2011)
Caco Souza,400 Contra 1 - Uma História do Crime Organizado (2010)
Casey Gooden,Tin Man (2007)
Lance (I) Bachelder,Cutback (2010)
Andrew Kukura,The Dhamma Brothers (2008)
Karin Steinberger,The Forecaster (2014)
Jos Stelling,Duska (2007),Het Meisje en de Dood (2012),The Gallery (2003)
Jay Gammill,August (2007/I),Free Samples (2012)
Erik Kristopher Myers,Roulette (2012)
Mike (VI) McCarthy,Six Bend Trap (2007)
Everette Wallin,Tape 407 (2012)
Hans Canosa,Conversations with Other Women (2005),Memoirs of a Teenage Amnesiac (2010)
Anthony (I) Chen,Ilo Ilo (2013)
Altan Yucel,Deniz yildizi (2009)
Edet Belzberg,Watchers of the Sky (2014)
Jonah Bekhor,The Final Member (2012)
Shawn Welling,The Legend of DarkHorse County (2014)
Nicholas Jarecki,Arbitrage (2012),The Outsider (2005)
Tedi Moskov,Rapsodiya v byalo (2002)
Il-seon Eo,Plastic Tree (2003)
Pigi Dimitrakopoulou,Dyo meres mono (2005)
Robbie Pickering,Natural Selection (2011)
B.J. Alexander,Beauty and the Beast: A Latter-Day Tale (2007),Overcome (2008)
Huck Botko,Bad Johnson (2014),Mail Order Wife (2004),The Virginity Hit (2010)
Luis Caffesse,Project: Rant (2009)
Pin-Chuan Kao,Ai de mian bao hun (2012)
Kyu-sung Jang,Jaemitneun yeonghwa (2002),Seonsaeng Kim Bong-du (2003),Yeoseonsaeng vs yeojeja (2004)
Richard Pepin,Mindstorm (2001/I),The Box (2003/I)
Kenji (II) Uchida,Afutâ sukûru (2008),Kagi-dorobô no mesoddo (2012),Unmei janai hito (2005)
Nabeel Qureshi,Na Maloom Afraad (2014)
Santiago (III) Parra,Guadalupe (2006)
Jorge Algora,El niño de barro (2007)
Hans Kristensen,Bertram & Co (2002)
G. Stubbs,With or Without You (2003)
Carl Lindbergh,Bunnyman (2011),Shadows of the Dead (2004),The Bunnyman Massacre (2014)
Anat Baron,Beer Wars (2009)
Vincenzo (I) Marra,L'ora di punta (2007),Vento di terra (2004)
Suzi Yoonessi,Dear Lemon Lima (2009)
Wendy Apple,The Cutting Edge: The Magic of Movie Editing (2004)
Ken Loach,11'09''01 - September 11 (2002),Ae Fond Kiss... (2004),Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence (2007),It's a Free World... (2007),Jimmy's Hall (2014),Looking for Eric (2009),McLibel (2005),Route Irish (2010),Sweet Sixteen (2002/I),The Angels' Share (2012),The Navigators (2001),The Spirit of '45 (2013),The Wind That Shakes the Barley (2006),Tickets (2005)
Robert Allan Ackerman,The Ramen Girl (2008)
Inari Niemi,Kesäkaverit (2014)
Kristopher (I) Hardy,Good Chemistry (2008)
John (I) Shank,L'hiver dernier (2011)
Ziad Ahmed,Real Premonition (2007)
Tate Taylor,Get on Up (2014),Pretty Ugly People (2008),The Help (2011)
Mika Ninagawa,Herutâ sukerutâ (2012),Sakuran (2006)
Ersan Arsever,Bir ses böler geceyi (2012)
Stephen Gyllenhaal,Grassroots (2012)
Pascal (II) Jardin,Totally Spies! The Movie (2009)
Stephan Zlotescu,True Skin (2012)
Olivier Doran,Le coach (2009),Pur week-end (2007)
Curtis Radclyffe,The Sickhouse (2008)
Will Koopman,De verbouwing (2012),Gooische vrouwen (2011),Gooische Vrouwen II (2014),Terug naar de kust (2009)
Reggie Rock Bythewood,Biker Boyz (2003)
Arthur Hiller,Pucked (2006)
Marieka Walsh,The Turning (2013/I)
Mohamed Hamidi,Né quelque part (2013)
Ward Serrill,The Heart of the Game (2005)
Dick Rude,Let's Rock Again! (2004)
Igor Zaytsev,Kanikuly strogogo rezhima (2009),Diversant 2: Konets voyny (2007),Esenin (2005)
Jouko (I) Aaltonen,Punk - Tauti joka ei tapa (2008)
Fabio Tagliavia,Cardiofitness (2007)
Claudio Amendola,La mossa del pinguino (2013)
Åke Lindman,Framom främsta linjen (2004),Tali-Ihantala 1944 (2007)
Malek Akkad,Free Fall (2014)
Frank Oz,Death at a Funeral (2007),The Score (2001),The Stepford Wives (2004)
Don (I) Boyd,My Kingdom (2001)
Sarp Levendoglu,Emret komutanim (2005)
Patrick (I) Osborne,Feast (2014/I)
Louis C.K.,Louis C.K.: Hilarious (2010),Pootie Tang (2001)
José Henrique Fonseca,Heleno (2011),O Homem do Ano (2003)
C. Grant Mitchell,The Pavilion (2004)
Tomislav Mrsic,Kauboji (2013)
Nick Riedell,Camp Takota (2014)
Lloyd A. Simandl,Dakota Bound (2001),Ripper 2: Letter from Within (2004),Sins of the Realm (2003)
Douglas McGrath,I Don't Know How She Does It (2011),Infamous (2006),Nicholas Nickleby (2002)
Ikurô Satô,RahXephon (2002)
Xavier Picard,Muumit Rivieralla (2014)
Rebecca (I) Miller,Personal Velocity: Three Portraits (2002),The Ballad of Jack and Rose (2005),The Private Lives of Pippa Lee (2009)
Tony (I) Kaye,Black Water Transit (2009),Detachment (2011),Lake of Fire (2006)
Moody Shoaibi,Dog Eat Dog (2001)
Babu Janardanan,1993 Bombay March 12 (2011)
Patrick (I) Rea,Nailbiter (2013),The Empty Acre (2007)
Mike (I) Jacobs,Audience of One (2007)
David (III) Gregory,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau (2014),Plague Town (2008),The Theatre Bizarre (2011)
Dean Hewison,How to Meet Girls from a Distance (2012)
Dermot Boyd,4 O'Clock Club (2012),Johnny and the Bomb (2006)
Róbert Alföldi,Nyugalom (2008)
Louis (II) Bélanger,Gaz Bar Blues (2003),Route 132 (2010),The Timekeeper (2009)
Asako Hyuga,Sukitte iinayo. (2014)
Rob (I) Diamond,Justin Time (2010)
Margaret Whitton,A Bird of the Air (2011)
Jonah D. Ansell,Cadaver (2012)
Paul (I) Schrader,Adam Resurrected (2008),Auto Focus (2002),Dominion: Prequel to the Exorcist (2005),Dying of the Light (2014),The Canyons (2013),The Walker (2007),Venice 70: Future Reloaded (2013)
Fernando Fragata,Backlight (2010),Pulsação Zero (2002),Sorte Nula (2004)
Matthew Ogens,Confessions of a Superhero (2007)
Christian (IV) James,Freak Out (2004),Stalled (2013/I)
Craig Sutcliffe,Retribution (2009/II)
Bernard Salzmann,Assumed Killer (2013)
Christopher (II) Caldwell,Prospect (2014)
David (I) Gleeson,Cowboys & Angels (2003),The Front Line (2006)
Anthony Stabley,Electronica (2007),Electronica 2 (2008)
Joachim Hedén,10 000 timmar (2014),Framily (2010),New York Waiting (2006)
